created_at,entry_id,field1,field2,field3,field4,field5,latitude,longitude,elevation,status
2026-07-07T14:11:03-05:00,54,29.1,39.6,0,0,0,,,,
2026-07-07T14:11:18-05:00,55,29.1,39.6,0,0,0,,,,
2026-07-07T14:11:35-05:00,56,29.1,39.6,0,0,0,,,,
2026-07-07T14:11:56-05:00,57,29.0,39.2,0,0,0,,,,
2026-07-07T14:12:13-05:00,58,29.0,39.2,0,0,0,,,,
2026-07-07T14:12:30-05:00,59,29.0,39.7,0,0,0,,,,
2026-07-07T14:12:57-05:00,60,29.2,39.9,0,0,0,,,,
2026-07-07T14:13:27-05:00,61,29.1,40.0,0,0,0,,,,
2026-07-07T14:13:44-05:00,62,29.1,39.8,0,0,0,,,,
2026-07-07T14:14:03-05:00,63,29.1,39.8,0,0,0,,,,
2026-07-07T14:14:19-05:00,64,29.1,39.7,0,0,0,,,,
2026-07-07T14:14:38-05:00,65,29.1,39.9,0,0,0,,,,
2026-07-07T14:14:58-05:00,66,29.1,39.9,0,0,0,,,,
2026-07-07T14:15:17-05:00,67,29.1,39.9,0,0,0,,,,
2026-07-07T14:15:33-05:00,68,29.1,39.9,0,0,0,,,,
2026-07-07T14:15:50-05:00,69,29.1,39.9,0,0,0,,,,
2026-07-07T14:16:09-05:00,70,29.2,39.4,0,0,0,,,,
2026-07-07T14:16:25-05:00,71,29.2,39.4,0,0,0,,,,
2026-07-07T14:16:42-05:00,72,29.2,39.4,0,0,0,,,,
2026-07-07T14:16:58-05:00,73,29.2,39.6,0,0,0,,,,
2026-07-07T14:17:15-05:00,74,29.1,39.4,0,0,0,,,,
2026-07-07T14:17:35-05:00,75,29.1,39.4,0,0,0,,,,
2026-07-07T14:17:53-05:00,76,29.2,40.1,0,0,0,,,,
2026-07-07T14:18:13-05:00,77,29.3,39.5,0,0,0,,,,
2026-07-07T14:18:42-05:00,78,29.2,40.4,0,0,0,,,,
2026-07-07T14:19:12-05:00,79,29.3,40.2,0,0,0,,,,
2026-07-07T14:19:43-05:00,80,29.3,40.2,0,0,0,,,,
2026-07-07T14:20:03-05:00,81,29.3,40.2,0,0,0,,,,
2026-07-07T14:20:19-05:00,82,29.4,39.2,0,0,0,,,,
2026-07-07T14:20:36-05:00,83,29.4,39.3,0,0,0,,,,
2026-07-07T14:20:56-05:00,84,29.4,39.3,0,0,0,,,,
2026-07-07T14:26:43-05:00,85,29.3,40.5,0,0,0,,,,
2026-07-07T14:27:02-05:00,86,29.3,40.8,0,0,0,,,,
2026-07-07T14:27:25-05:00,87,29.3,39.9,0,0,0,,,,
2026-07-07T14:27:46-05:00,88,29.3,39.9,0,0,0,,,,
2026-07-07T14:28:07-05:00,89,29.3,39.9,0,0,0,,,,
2026-07-07T14:28:26-05:00,90,29.3,40.3,0,0,0,,,,
2026-07-07T14:28:47-05:00,91,29.3,40.3,0,0,0,,,,
2026-07-07T14:29:07-05:00,92,29.3,40.3,0,0,0,,,,
2026-07-07T14:29:37-05:00,93,29.2,39.6,0,0,0,,,,
2026-07-07T14:30:03-05:00,94,29.3,39.5,0,0,0,,,,
2026-07-07T14:30:19-05:00,95,29.3,39.7,0,0,0,,,,
2026-07-07T14:30:38-05:00,96,29.3,39.6,0,0,0,,,,
2026-07-07T14:30:58-05:00,97,29.3,39.8,0,0,0,,,,
2026-07-07T14:31:16-05:00,98,29.3,39.7,0,0,0,,,,
2026-07-07T14:31:38-05:00,99,29.3,39.7,0,0,0,,,,
2026-07-07T14:31:57-05:00,100,29.3,39.7,0,0,0,,,,
2026-07-07T14:32:16-05:00,101,29.3,39.7,0,0,0,,,,
2026-07-07T14:32:40-05:00,102,29.3,39.7,0,0,0,,,,
2026-07-07T14:32:59-05:00,103,29.4,40.1,0,0,0,,,,
2026-07-07T14:33:17-05:00,104,29.3,39.5,0,0,0,,,,
2026-07-07T14:33:37-05:00,105,29.3,39.5,0,0,0,,,,
2026-07-07T14:33:57-05:00,106,29.5,39.8,0,0,0,,,,
2026-07-07T14:34:17-05:00,107,29.5,39.8,0,0,0,,,,
2026-07-07T14:34:37-05:00,108,29.4,40.0,0,0,0,,,,
2026-07-07T14:35:00-05:00,109,29.4,40.0,0,0,0,,,,
2026-07-07T14:35:21-05:00,110,29.4,40.0,0,0,0,,,,
2026-07-07T14:35:41-05:00,111,29.4,40.2,0,0,0,,,,
2026-07-07T14:36:02-05:00,112,29.6,40.2,0,0,0,,,,
2026-07-07T14:36:22-05:00,113,29.5,39.9,0,0,0,,,,
2026-07-07T14:36:42-05:00,114,29.5,40.0,0,0,0,,,,
2026-07-07T14:37:03-05:00,115,29.5,40.4,0,0,0,,,,
2026-07-07T14:37:20-05:00,116,29.6,39.7,0,0,0,,,,
2026-07-07T14:37:41-05:00,117,29.6,39.5,0,0,0,,,,
2026-07-07T14:38:01-05:00,118,29.6,39.5,0,0,0,,,,
2026-07-07T14:38:22-05:00,119,29.6,40.2,0,0,0,,,,
2026-07-07T14:38:43-05:00,120,29.5,40.7,0,0,0,,,,
2026-07-07T14:39:03-05:00,121,29.7,40.3,0,0,0,,,,
2026-07-07T14:39:24-05:00,122,29.7,40.3,0,0,0,,,,
2026-07-07T14:40:08-05:00,123,29.8,39.6,0,0,0,,,,
2026-07-07T14:40:36-05:00,124,29.8,39.6,0,0,0,,,,
2026-07-07T14:41:07-05:00,125,29.8,39.2,0,0,0,,,,
2026-07-07T14:41:38-05:00,126,29.8,39.2,0,0,0,,,,
2026-07-07T14:42:04-05:00,127,,,0,1,0,,,,
2026-07-07T14:42:45-05:00,128,29.8,39.5,0,1,0,,,,
2026-07-07T14:43:14-05:00,129,29.8,39.5,0,1,0,,,,
2026-07-07T14:43:41-05:00,130,,,0,0,0,,,,
2026-07-07T14:44:15-05:00,131,29.9,39.4,0,0,0,,,,
2026-07-07T14:44:46-05:00,132,29.9,39.6,0,0,0,,,,
2026-07-07T14:45:17-05:00,133,29.8,39.5,0,0,0,,,,
2026-07-07T14:45:46-05:00,134,29.8,39.3,0,0,0,,,,
2026-07-07T14:46:18-05:00,135,29.8,39.5,0,0,0,,,,
2026-07-07T14:46:53-05:00,136,29.9,39.7,0,0,0,,,,
2026-07-07T14:47:20-05:00,137,29.9,39.3,0,0,0,,,,
2026-07-07T14:47:51-05:00,138,29.8,39.1,0,0,0,,,,
2026-07-07T14:48:31-05:00,139,29.8,39.3,0,0,0,,,,
2026-07-07T14:49:12-05:00,140,29.7,39.3,0,0,0,,,,
2026-07-07T14:49:29-05:00,141,29.8,39.8,0,0,0,,,,
2026-07-07T14:50:00-05:00,142,29.8,39.9,0,0,0,,,,
2026-07-07T14:50:28-05:00,143,29.8,39.9,0,0,0,,,,
2026-07-07T14:51:05-05:00,144,29.8,39.9,0,0,0,,,,
2026-07-07T14:51:32-05:00,145,29.8,39.9,0,0,0,,,,
2026-07-07T14:52:08-05:00,146,29.8,39.9,0,0,0,,,,
2026-07-07T14:52:41-05:00,147,29.7,39.5,0,0,0,,,,
2026-07-07T14:53:06-05:00,148,29.8,39.6,0,0,0,,,,
2026-07-07T14:53:38-05:00,149,29.7,40.2,0,0,0,,,,
2026-07-07T14:54:08-05:00,150,29.8,40.0,0,0,0,,,,
2026-07-07T14:54:38-05:00,151,29.7,39.7,0,0,0,,,,
2026-07-07T14:55:09-05:00,152,29.7,40.4,0,0,0,,,,
2026-07-07T14:55:48-05:00,153,29.8,40.0,0,0,0,,,,
2026-07-07T14:56:10-05:00,154,29.8,40.0,0,0,0,,,,
2026-07-07T14:56:40-05:00,155,29.8,40.0,0,0,0,,,,
2026-07-07T14:57:14-05:00,156,29.7,40.1,0,0,0,,,,
2026-07-07T14:57:50-05:00,157,29.7,40.1,0,0,0,,,,
2026-07-07T14:58:20-05:00,158,29.7,40.1,0,0,0,,,,
2026-07-07T14:58:50-05:00,159,29.7,39.4,0,0,0,,,,
2026-07-07T14:59:24-05:00,160,,,0,1,0,,,,
2026-07-07T14:59:51-05:00,161,,,0,0,1,,,,
2026-07-07T15:00:28-05:00,162,29.6,40.3,0,0,1,,,,
2026-07-07T15:00:58-05:00,163,29.6,40.2,1,0,1,,,,
2026-07-07T15:01:26-05:00,164,29.6,40.4,1,0,1,,,,
2026-07-07T15:01:56-05:00,165,29.6,40.4,1,0,1,,,,
2026-07-07T15:02:26-05:00,166,29.6,40.3,1,0,1,,,,
2026-07-07T15:02:59-05:00,167,29.6,41.8,1,0,1,,,,
2026-07-07T15:03:26-05:00,168,29.6,41.6,1,0,1,,,,
2026-07-07T15:03:59-05:00,169,29.6,41.4,1,0,1,,,,
2026-07-07T15:04:27-05:00,170,29.5,42.2,1,0,1,,,,
2026-07-07T15:04:58-05:00,171,29.5,41.5,1,0,1,,,,
2026-07-07T15:05:29-05:00,172,29.5,42.0,1,0,1,,,,
2026-07-07T15:06:07-05:00,173,29.6,42.5,1,0,1,,,,
2026-07-07T15:06:36-05:00,174,29.6,42.4,1,0,1,,,,
2026-07-07T15:07:06-05:00,175,29.6,42.0,1,0,1,,,,
2026-07-07T15:07:40-05:00,176,29.5,41.7,1,0,1,,,,
2026-07-07T15:08:03-05:00,177,29.5,41.1,1,0,1,,,,
2026-07-07T15:08:36-05:00,178,29.6,40.8,1,0,1,,,,
2026-07-07T15:09:08-05:00,179,29.5,40.7,1,0,1,,,,
2026-07-07T15:09:39-05:00,180,29.5,40.7,1,0,1,,,,
2026-07-07T15:10:07-05:00,181,29.6,40.2,1,0,1,,,,
2026-07-07T15:10:37-05:00,182,29.5,39.9,1,0,1,,,,
2026-07-07T15:11:12-05:00,183,29.5,40.3,1,0,1,,,,
2026-07-07T15:11:39-05:00,184,29.5,40.6,1,0,1,,,,
2026-07-07T15:12:16-05:00,185,29.6,39.6,1,0,1,,,,
2026-07-07T15:12:44-05:00,186,29.5,39.3,1,0,1,,,,
2026-07-07T15:13:21-05:00,187,29.6,39.4,1,0,1,,,,
2026-07-07T15:13:49-05:00,188,29.6,39.2,1,0,1,,,,
2026-07-07T15:14:20-05:00,189,29.6,39.2,1,0,1,,,,
2026-07-07T15:14:48-05:00,190,,,1,0,0,,,,
2026-07-07T15:15:26-05:00,191,29.5,38.9,1,0,0,,,,
2026-07-07T15:15:54-05:00,192,29.5,38.9,0,0,0,,,,
2026-07-07T15:16:26-05:00,193,29.6,38.8,0,0,0,,,,
2026-07-07T15:16:56-05:00,194,29.6,38.6,0,0,0,,,,
2026-07-07T15:17:37-05:00,195,29.6,39.0,0,0,0,,,,
2026-07-07T15:18:07-05:00,196,29.6,39.0,0,0,0,,,,
2026-07-07T15:18:35-05:00,197,29.6,39.0,0,0,0,,,,
2026-07-07T15:19:15-05:00,198,29.6,39.0,0,0,0,,,,
2026-07-07T15:19:36-05:00,199,29.6,39.6,0,0,0,,,,
2026-07-07T15:20:09-05:00,200,29.5,39.2,0,0,0,,,,
2026-07-07T15:20:36-05:00,201,29.5,39.2,0,0,0,,,,
2026-07-07T15:21:07-05:00,202,29.5,39.3,0,0,0,,,,
2026-07-07T15:21:38-05:00,203,29.5,39.3,0,0,0,,,,
2026-07-07T15:22:08-05:00,204,29.5,39.2,0,0,0,,,,
2026-07-07T15:22:40-05:00,205,29.6,39.5,0,0,0,,,,
2026-07-07T15:23:17-05:00,206,29.7,39.4,0,0,0,,,,
2026-07-07T15:23:47-05:00,207,29.6,39.3,0,0,0,,,,
2026-07-07T15:24:17-05:00,208,29.6,39.1,0,0,0,,,,
2026-07-07T15:24:45-05:00,209,29.5,39.2,0,0,0,,,,
2026-07-07T15:25:16-05:00,210,29.5,39.6,0,0,0,,,,
2026-07-07T15:25:54-05:00,211,29.4,39.5,0,0,0,,,,
2026-07-07T15:26:18-05:00,212,29.3,39.8,0,0,0,,,,
2026-07-07T15:26:50-05:00,213,29.4,39.7,0,0,0,,,,
2026-07-07T15:27:28-05:00,214,29.3,39.6,0,0,0,,,,
2026-07-07T15:27:55-05:00,215,29.2,39.5,0,0,0,,,,
2026-07-07T15:28:25-05:00,216,29.2,39.2,0,0,0,,,,
2026-07-07T15:28:55-05:00,217,29.2,39.2,0,0,0,,,,
2026-07-07T15:29:29-05:00,218,29.1,38.9,0,0,0,,,,
2026-07-07T15:29:59-05:00,219,29.1,38.5,0,0,0,,,,
2026-07-07T15:30:40-05:00,220,29.1,38.5,0,0,0,,,,
2026-07-07T15:31:15-05:00,221,29.0,38.8,0,0,0,,,,
2026-07-07T15:31:42-05:00,222,28.9,38.5,0,0,0,,,,
2026-07-07T15:32:12-05:00,223,29.0,38.8,0,0,0,,,,
2026-07-07T15:32:44-05:00,224,28.9,38.9,0,0,0,,,,
2026-07-07T15:33:12-05:00,225,28.9,38.6,0,0,0,,,,
2026-07-07T15:33:44-05:00,226,28.9,39.4,0,0,0,,,,
2026-07-07T15:34:23-05:00,227,28.9,38.6,0,0,0,,,,
2026-07-07T15:34:50-05:00,228,28.9,39.3,0,0,0,,,,
2026-07-07T15:35:20-05:00,229,28.9,38.8,0,0,0,,,,
2026-07-07T15:35:57-05:00,230,28.9,38.8,0,0,0,,,,
2026-07-07T15:36:25-05:00,231,28.9,39.8,0,0,0,,,,
2026-07-07T15:36:59-05:00,232,28.9,38.9,0,0,0,,,,
2026-07-07T15:37:25-05:00,233,28.9,39.1,0,0,0,,,,
2026-07-07T15:38:04-05:00,234,28.9,39.0,0,0,0,,,,
2026-07-07T15:38:32-05:00,235,28.8,39.1,0,0,0,,,,
2026-07-07T15:39:03-05:00,236,28.8,39.1,0,0,0,,,,
2026-07-07T15:39:33-05:00,237,28.8,39.9,0,0,0,,,,
2026-07-07T15:40:05-05:00,238,28.8,39.0,0,0,0,,,,
2026-07-07T15:40:34-05:00,239,28.7,38.9,0,0,0,,,,
2026-07-07T15:41:05-05:00,240,28.8,39.5,0,0,0,,,,
2026-07-07T15:41:38-05:00,241,28.8,39.5,0,0,0,,,,
2026-07-07T15:42:12-05:00,242,28.8,39.2,0,0,0,,,,
2026-07-07T15:42:41-05:00,243,28.8,39.2,0,0,0,,,,
2026-07-07T15:43:19-05:00,244,28.8,38.8,0,0,0,,,,
2026-07-07T15:43:46-05:00,245,28.8,38.9,0,0,0,,,,
2026-07-07T15:44:16-05:00,246,28.8,38.8,0,0,0,,,,
2026-07-07T15:44:46-05:00,247,28.8,38.7,0,0,0,,,,
2026-07-07T15:45:16-05:00,248,28.8,38.9,0,0,0,,,,
2026-07-07T15:45:46-05:00,249,28.7,38.7,0,0,0,,,,
2026-07-07T15:46:16-05:00,250,28.7,38.7,0,0,0,,,,
2026-07-07T15:46:46-05:00,251,28.7,38.7,0,0,0,,,,
2026-07-07T15:47:16-05:00,252,28.8,38.6,0,0,0,,,,
2026-07-07T15:47:46-05:00,253,28.8,38.9,0,0,0,,,,
2026-07-07T15:48:16-05:00,254,28.7,38.7,0,0,0,,,,
2026-07-07T15:48:46-05:00,255,28.8,38.9,0,0,0,,,,
2026-07-07T15:49:16-05:00,256,28.7,39.0,0,0,0,,,,
2026-07-07T15:49:46-05:00,257,28.7,38.9,0,0,0,,,,
2026-07-07T15:50:16-05:00,258,28.7,38.9,0,0,0,,,,
2026-07-07T15:52:16-05:00,259,28.8,39.1,0,0,0,,,,
2026-07-07T15:52:46-05:00,260,28.8,39.1,0,0,0,,,,
2026-07-07T15:53:16-05:00,261,28.7,39.0,0,0,0,,,,
2026-07-07T15:53:46-05:00,262,28.6,39.1,0,0,0,,,,
2026-07-07T15:54:16-05:00,263,28.6,39.0,0,0,0,,,,
2026-07-07T15:54:46-05:00,264,28.7,39.3,0,0,0,,,,
2026-07-07T15:55:16-05:00,265,28.6,39.3,0,0,0,,,,
2026-07-07T15:55:46-05:00,266,28.7,39.2,0,0,0,,,,
2026-07-07T15:56:16-05:00,267,28.6,39.3,0,0,0,,,,
2026-07-07T15:56:46-05:00,268,28.6,39.5,0,0,0,,,,
2026-07-07T15:57:16-05:00,269,28.7,39.5,0,0,0,,,,
2026-07-07T15:57:46-05:00,270,28.6,39.5,0,0,0,,,,
2026-07-07T15:58:16-05:00,271,28.5,39.5,0,0,0,,,,
2026-07-07T15:58:46-05:00,272,28.5,39.5,0,0,0,,,,
2026-07-07T15:59:16-05:00,273,28.5,39.6,0,0,0,,,,
2026-07-07T15:59:46-05:00,274,28.4,39.6,1,0,1,,,,
2026-07-07T16:00:16-05:00,275,28.4,39.6,1,0,1,,,,
2026-07-07T16:00:46-05:00,276,28.4,39.9,1,0,1,,,,
2026-07-07T16:01:16-05:00,277,28.4,39.3,1,0,1,,,,
2026-07-07T16:01:46-05:00,278,28.4,39.5,1,0,1,,,,
2026-07-07T16:02:16-05:00,279,28.4,39.5,1,0,1,,,,
2026-07-07T16:02:46-05:00,280,28.3,39.5,1,0,1,,,,
2026-07-07T16:03:16-05:00,281,28.3,39.8,1,0,1,,,,
2026-07-07T16:03:46-05:00,282,28.3,39.4,1,0,1,,,,
2026-07-07T16:04:15-05:00,283,28.3,39.4,1,0,0,,,,
2026-07-07T16:04:46-05:00,284,28.3,39.3,0,0,0,,,,
2026-07-07T16:05:16-05:00,285,28.3,39.3,0,0,0,,,,
2026-07-07T16:05:46-05:00,286,28.3,39.2,0,0,0,,,,
2026-07-07T16:06:17-05:00,287,28.3,39.5,0,0,0,,,,
2026-07-07T16:06:46-05:00,288,28.3,39.3,0,0,0,,,,
2026-07-07T16:07:16-05:00,289,28.2,39.2,0,0,0,,,,
2026-07-07T16:07:46-05:00,290,28.2,39.2,0,0,0,,,,
2026-07-07T16:08:16-05:00,291,28.2,39.6,0,0,0,,,,
2026-07-07T16:08:46-05:00,292,28.2,39.6,0,0,0,,,,
2026-07-07T16:09:16-05:00,293,28.2,39.6,0,0,0,,,,
2026-07-07T16:09:46-05:00,294,28.2,39.9,0,0,0,,,,
2026-07-07T16:10:16-05:00,295,28.2,39.9,0,0,0,,,,
2026-07-07T16:10:46-05:00,296,28.1,39.7,0,0,0,,,,
2026-07-07T16:11:16-05:00,297,28.2,39.4,0,0,0,,,,
2026-07-07T16:11:46-05:00,298,28.2,39.5,0,0,0,,,,
2026-07-07T16:12:16-05:00,299,28.2,39.6,0,0,0,,,,
2026-07-07T16:12:46-05:00,300,28.2,39.6,0,0,0,,,,
2026-07-07T16:13:16-05:00,301,28.1,39.6,0,0,0,,,,
2026-07-07T16:13:46-05:00,302,28.2,39.8,0,0,0,,,,
2026-07-07T16:14:18-05:00,303,28.0,39.9,0,0,0,,,,
2026-07-07T16:14:46-05:00,304,28.0,39.8,0,0,0,,,,
2026-07-07T16:15:16-05:00,305,28.0,39.8,0,0,0,,,,
2026-07-07T16:15:46-05:00,306,28.0,39.8,0,0,0,,,,
2026-07-07T16:16:16-05:00,307,28.1,40.0,0,0,0,,,,
2026-07-07T16:16:46-05:00,308,28.0,40.1,0,0,0,,,,
2026-07-07T16:17:16-05:00,309,27.9,39.9,0,0,0,,,,
2026-07-07T16:17:46-05:00,310,27.9,39.9,0,0,0,,,,
2026-07-07T16:18:16-05:00,311,27.8,40.4,0,0,0,,,,
2026-07-07T16:18:46-05:00,312,27.8,40.4,0,0,0,,,,
2026-07-07T16:19:16-05:00,313,27.8,40.4,0,0,0,,,,
2026-07-07T16:19:46-05:00,314,27.8,40.3,0,0,0,,,,
2026-07-07T16:20:16-05:00,315,27.9,40.5,0,0,0,,,,
2026-07-07T16:20:46-05:00,316,27.7,40.3,0,0,0,,,,
2026-07-07T16:21:16-05:00,317,27.8,40.6,0,0,0,,,,
2026-07-07T16:21:46-05:00,318,27.8,40.4,0,0,0,,,,
2026-07-07T16:22:16-05:00,319,27.7,40.4,0,0,0,,,,
2026-07-07T16:22:46-05:00,320,27.7,40.3,0,0,0,,,,
2026-07-07T16:23:16-05:00,321,27.8,41.2,0,0,0,,,,
2026-07-07T16:23:46-05:00,322,27.8,40.7,0,0,0,,,,
2026-07-07T16:24:16-05:00,323,27.8,40.4,0,0,0,,,,
2026-07-07T16:24:46-05:00,324,27.7,40.4,0,0,0,,,,
2026-07-07T16:25:16-05:00,325,27.8,40.4,0,0,0,,,,
2026-07-07T16:25:46-05:00,326,27.8,40.2,0,0,0,,,,
2026-07-07T16:26:16-05:00,327,27.8,40.3,0,0,0,,,,
2026-07-07T16:26:46-05:00,328,27.8,40.4,0,0,0,,,,
2026-07-07T16:27:16-05:00,329,27.7,40.1,0,0,0,,,,
2026-07-07T16:27:46-05:00,330,27.7,40.1,0,0,0,,,,
2026-07-07T16:28:16-05:00,331,27.8,40.1,0,0,0,,,,
2026-07-07T16:28:46-05:00,332,27.7,40.3,0,0,0,,,,
2026-07-07T16:29:16-05:00,333,27.8,40.6,0,0,0,,,,
2026-07-07T16:29:47-05:00,334,27.8,40.6,0,0,0,,,,
2026-07-07T16:30:16-05:00,335,27.8,40.6,0,0,0,,,,
2026-07-07T16:30:46-05:00,336,27.9,40.2,0,0,0,,,,
2026-07-07T16:31:16-05:00,337,27.8,40.1,0,0,0,,,,
2026-07-07T16:31:46-05:00,338,27.9,40.5,0,0,0,,,,
2026-07-07T16:32:16-05:00,339,27.8,40.3,0,0,0,,,,
2026-07-07T16:32:46-05:00,340,27.9,40.3,0,0,0,,,,
2026-07-07T16:33:16-05:00,341,27.8,40.1,0,0,0,,,,
2026-07-07T16:33:45-05:00,342,27.8,40.3,0,0,0,,,,
2026-07-07T16:34:16-05:00,343,27.7,40.4,0,0,0,,,,
2026-07-07T16:34:46-05:00,344,27.7,40.3,0,0,0,,,,
2026-07-07T16:35:16-05:00,345,27.7,40.3,0,0,0,,,,
2026-07-07T16:35:46-05:00,346,27.9,40.6,0,0,0,,,,
2026-07-07T16:36:16-05:00,347,27.8,40.6,0,0,0,,,,
2026-07-07T16:36:46-05:00,348,27.8,40.4,0,0,0,,,,
2026-07-07T16:37:16-05:00,349,27.8,40.6,0,0,0,,,,
2026-07-07T16:37:46-05:00,350,27.8,40.6,0,0,0,,,,
2026-07-07T16:38:16-05:00,351,27.8,40.4,0,0,0,,,,
2026-07-07T16:38:46-05:00,352,27.8,40.4,0,0,0,,,,
2026-07-07T16:39:16-05:00,353,27.8,40.8,0,0,0,,,,
2026-07-07T16:39:46-05:00,354,27.8,40.7,0,0,0,,,,
2026-07-07T16:40:16-05:00,355,27.7,40.9,0,0,0,,,,
2026-07-07T16:40:46-05:00,356,27.8,41.0,0,0,0,,,,
2026-07-07T16:41:16-05:00,357,27.7,40.9,0,0,0,,,,
2026-07-07T16:41:46-05:00,358,27.7,41.0,0,0,0,,,,
2026-07-07T16:42:16-05:00,359,27.8,41.2,0,0,0,,,,
2026-07-07T16:42:46-05:00,360,27.8,41.2,0,0,0,,,,
2026-07-07T16:43:16-05:00,361,27.8,41.2,0,0,0,,,,
2026-07-07T16:43:46-05:00,362,27.8,41.0,0,0,0,,,,
2026-07-07T16:44:17-05:00,363,27.7,41.3,0,0,0,,,,
2026-07-07T16:44:46-05:00,364,27.7,41.3,0,0,0,,,,
2026-07-07T16:45:16-05:00,365,27.7,41.3,0,0,0,,,,
2026-07-08T09:32:29-05:00,366,20.7,50.0,0,0,0,,,,
2026-07-08T09:32:58-05:00,367,20.7,49.9,0,0,0,,,,
2026-07-08T09:33:29-05:00,368,20.7,49.9,0,0,0,,,,
2026-07-08T09:33:59-05:00,369,20.7,49.9,0,0,0,,,,
2026-07-08T09:34:28-05:00,370,20.7,50.0,0,0,0,,,,
2026-07-08T09:34:59-05:00,371,20.7,50.0,0,0,0,,,,
2026-07-08T09:35:29-05:00,372,20.7,50.2,0,0,0,,,,
2026-07-08T09:35:59-05:00,373,20.7,50.2,0,0,0,,,,
2026-07-08T09:36:29-05:00,374,20.7,50.2,0,0,0,,,,
2026-07-08T09:36:59-05:00,375,20.7,50.0,0,0,0,,,,
2026-07-08T09:37:30-05:00,376,20.7,50.0,0,0,0,,,,
2026-07-08T09:37:59-05:00,377,20.7,50.2,0,0,0,,,,
